date,ore_extracted,equipment_workload,avg_processing_cost,pit_utilization_rate,production_intensity,operational_cost,haul_trips,safety_compliance_score,efficiency_index,operational_noise,revenue,profit,risk_zone,mine_region,shutdown_risk
4/9/2010,656.086.591.551.882,519.275.319.823.423,461.917.598.184.664,576.388.196.988.855,378.481.806.580.564,39.577.296.602.361,464.944.723.992.421,707.771.305.819.052,109.347.765.258.647,-543.164.729.621.758,32.139.635.772.267,10.632.461.347.019,Medium Risk,Sulawesi,No
4/10/2010,916.496.663.898,673.586.306.234.243,574.891.230.196.226,554.864.934.981.201,58.784.246.493.233,525.022.768.429.628,103.316.031.892.318,759.342.474.420.912,136.062.247.022.475,898.694.002.718.639,330.416.929.544.387,924.689.202.924.162,Low Risk,Papua,No
4/11/2010,106.892.796.660.508,895.969.259.324.777,NA,57.445.758.998.861,716.735.950.678.361,478.027.267.921.236,115.640.012.766.235,768.009.776.129.992,119.304.089.451.758,271.752.692.644.358,404.226.805.607.706,118.262.409.918.625,Low Risk,Kalimantan,No
4/12/2010,761.108.217.589.461,681.869.927.259.206,556.414.022.180.252,63.830.425.979.313,606.437.133.441.647,383.055.720.282.664,415.193.683.358.375,665.435.460.466.475,111.620.733.979.097,-847.464.970.926.022,348.178.078.315.342,117.255.248.985.494,Low Risk,Papua,No
4/13/2010,808.998.750.224.106,631.058.803.239.737,612.024.000.275.414,591.454.966.680.423,741.015.341.156.853,NA,209.268.600.144.424,865.407.922.087.676,128.197.046.942.513,711.581.111.304.075,323.113.709.397.064,114.109.042.859.518,Medium Risk,Papua,No
4/14/2010,649.903.200.331.491,591.714.698.826.666,525.674.385.665.916,682.102.758.333.541,5.903.901.433.018,387.897.802.311.643,131.722.487.225.197,774.574.201.184.467,108.317.200.055.248,-105.508.053.899.035,30.131.321.986.992,881.785.071.838.795,Low Risk,Kalimantan,No
4/15/2010,102.924.995.609.373,970.843.238.741.875,533.626.370.963.175,871.168.378.015.141,559.137.862.640.626,240.438.853.041.287,102.626.940.468.326,822.504.310.677.156,106.016.081.177.796,636.057.472.675.026,415.958.817.277.404,169.584.435.828.766,Low Risk,Sulawesi,No
4/16/2010,951.129.200.370.296,110.005.428.444.784,456.913.911.085.576,89.322.353.026.273,665.767.701.750.501,445.190.061.947.039,177.221.394.432.709,822.011.196.015.239,864.620.240.852.662,-108.250.318.425.879,385.930.206.517.941,140.268.322.072.594,Low Risk,Kalimantan,No
4/17/2010,568.429.859.827.142,663.760.074.312.076,452.297.971.248.627,724.272.824.597.158,633.206.639.555.034,235.918.892.101.722,408.520.752.566.401,697.325.803.499.738,856.378.504.561.705,605.985.895.246.951,326.451.681.729.112,102.052.114.246.183,Medium Risk,Papua,No
4/18/2010,111.659.386.343.896,113.684.271.635.631,57.852.322.350.489,663.954.251.754.491,480.497.668.269.621,472.689.301.177.209,352.243.701.517.582,77.538.307.494.939,982.188.518.582.192,376.931.677.736.844,421.358.632.816.723,138.046.597.926.511,High Risk,Papua,No
4/19/2010,639.543.072.979.798,67.825.265.936.713,47.139.544.172.911,780.529.121.395.163,661.631.693.984.142,566.705.562.625.276,279.837.839.738.466,739.965.007.389.859,942.927.483.065.895,112.178.379.362.574,295.301.673.266.522,111.054.696.482.923,High Risk,Papua,No
4/20/2010,660.637.563.256.056,586.372.495.324.567,267.536.578.280.851,811.840.635.934.812,571.269.660.557.854,518.872.066.947.792,236.338.436.042.424,807.911.401.178.344,110.106.260.542.676,289.884.183.813.679,31.376.571.552.128,105.555.608.889.333,Medium Risk,Sulawesi,No
4/21/2010,585.067.805.530.776,40,380.004.002.978.094,838.579.219.746.196,58.451.224.908.182,365.795.002.046.514,113.973.394.429.777,901.687.835.832.702,975.113.009.217.959,-231.769.293.272.413,300.765.429.791.873,928.408.038.050.371,Low Risk,Papua,No
4/22/2010,635.181.354.262.447,527.992.250.950.643,186.763.029.007.707,595.595.323.072.664,298.409.583.708.199,502.959.973.859.912,119.137.663.606.089,843.001.926.543.928,105.863.559.043.741,-183.033.610.552.215,290.987.059.114.722,837.967.289.016.371,Medium Risk,Papua,No
4/23/2010,787.363.703.555.451,95.622.924.763.432,268.660.803.094.972,579.100.570.802.014,436.685.886.054.826,43.366.045.377.502,195.474.471.137.859,661.848.689.132.726,823.404.748.917.023,-365.281.250.852.277,324.253.467.191.962,114.747.665.882.199,Low Risk,Papua,No
4/24/2010,945.908.057.766.895,813.571.595.698.258,269.589.889.536.146,708.737.860.308.793,478.032.652.114.495,651.559.711.275.678,333.995.224.640.239,775.997.963.887.405,116.266.111.399.213,156.080.101.591.343,367.812.038.632.839,102.452.996.522.063,Low Risk,Kalimantan,No
4/25/2010,722.022.056.346.848,565.185.461.605.331,44.915.667.437.017,584.196.422.205.451,461.182.910.815.959,605.398.688.747.063,4.128.407.194.186,60.886.866.517.878,120.337.009.391.141,15.642.625.640.258,313.292.902.466.292,912.411.964.517.604,High Risk,Papua,Yes
4/26/2010,814.181.955.226.167,701.426.790.994.604,56.027.492.988.389,608.301.181.782.582,743.800.312.399.035,479.518.490.553.002,237.356.769.321.486,699.749.598.928.554,11.607.511.513.378,49.336.087.104.781,352.096.965.895.278,106.154.950.419.967,Low Risk,Kalimantan,No
4/27/2010,799.352.801.766.676,564.665.057.275.205,495.359.561.804.216,37.430.970.678.903,294.493.105.713.011,636.000.893.254.928,27.382.007.872.453,893.514.730.998.806,133.225.466.961.113,-101.873.293.901.119,311.526.827.448.281,115.626.458.309.246,Medium Risk,Kalimantan,No
4/28/2010,10.607.667.295.369,961.514.082.496.399,506.949.594.647.158,85.248.230.296.125,451.820.955.384.401,679.354.948.494.034,419.708.595.257.252,662.176.256.770.467,110.322.537.011.918,670.462.377.496.132,39.291.548.752.889,NA,High Risk,Papua,No
4/29/2010,12.619.719.734.656,106.128.769.371.825,324.679.014.480.207,651.628.790.008.496,363.943.659.541.348,457.256.786.289.982,403.908.813.628.368,866.123.455.681.268,118.909.507.849.304,147.840.210.904.953,47.000.322.561.078,171.734.225.437.297,Low Risk,Sulawesi,No
4/30/2010,657.605.809.390.166,492.836.713.319.239,63.239.605.108.276,661.036.739.932.922,631.656.769.125.863,533.785.518.748.684,226.198.173.996.527,892.550.755.689.385,109.600.968.231.694,158.523.125.704.939,290.395.818.508.161,853.864.210.957.057,Low Risk,Papua,No
5/1/2010,119.311.675.394.124,665.462.212.428.834,27.656.169.654.103,421.279.318.667.813,295.830.757.801.034,518.738.008.846.111,128.497.009.396.087,854.670.343.688.965,179.291.435.585.282,-844.147.599.612.667,430.654.926.314.305,149.589.126.818.471,Low Risk,Papua,No
5/2/2010,12.337.235.893.262,109.043.806.211.736,487.051.288.844.086,70.244.532.010.137,609.978.679.877.029,670.270.801.565.619,361.254.985.167.179,809.196.497.264.515,113.140.180.280.447,-122.299.979.358.189,449.665.565.495.751,155.144.900.093.736,Medium Risk,Kalimantan,No
5/3/2010,891.662.145.342.763,862.164.937.257.649,477.166.187.581.606,850.984.266.251.367,579.023.422.211.527,610.048.276.407.061,277.384.788.585.081,929.046.921.636.212,103.421.295.254.588,-653.670.415.790.707,36.734.462.565.243,119.965.914.260.776,Low Risk,Kalimantan,No
5/4/2010,10.114.502.328.089,772.514.314.108.127,507.064.924.442.675,789.033.017.505.683,713.572.184.749.816,468.049.753.804.276,37.720.703.740.837,818.576.243.145.083,130.929.642.899.449,-13.001.584.099.738,399.118.583.896.017,124.919.842.881.791,Low Risk,Papua,No
5/5/2010,537.017.311.776.726,524.416.462.382.948,489.244.646.721.054,76.939.347.573.309,790.929.677.675.222,509.493.658.603.956,394.225.821.734.872,743.626.262.526.395,895.028.852.961.211,605.189.662.602.135,295.879.719.991.206,946.578.584.506.256,Medium Risk,Kalimantan,No
5/6/2010,934.392.629.224.396,867.475.135.089.769,618.417.541.140.225,915.654.241.332.137,874.064.869.822.022,569.472.116.006.674,212.080.367.077.142,743.895.971.633.591,107.714.053.282.657,109.211.580.376.131,358.666.199.158.733,116.382.069.851.446,Medium Risk,Papua,No
5/7/2010,752.053.418.824.407,615.018.259.404.165,198.004.535.867.367,78.416.734.853.491,36.275.952.680.378,454.977.944.505.371,244.697.585.015.092,835.387.679.277.649,122.281.478.204.079,938.927.604.364.768,334.793.170.060.865,105.544.397.664.275,Low Risk,Sulawesi,No
5/8/2010,82.022.545.231.448,703.803.939.585.709,350.441.267.024.726,727.990.387.214.393,336.850.338.924.806,444.871.513.477.089,185.014.662.011.527,840.156.734.365.171,116.541.753.488.521,705.417.025.230.206,353.046.375.383.058,13.647.518.992.138,Medium Risk,Kalimantan,No
5/9/2010,949.389.981.263.106,700.674.563.329.777,266.033.679.407.556,586.527.768.590.273,36.229.057.911.174,407.376.403.502.783,183.878.895.167.727,825.145.340.492.198,135.496.567.300.998,130.833.304.211.556,382.037.513.046.667,137.120.127.548.578,Low Risk,Papua,No
5/10/2010,103.599.943.808.863,89.596.681.523.356,270.082.837.278.023,730.562.305.531.452,315.898.507.036.943,406.287.561.491.297,412.529.950.405.005,826.006.699.187.154,115.629.219.796.334,-53.360.372.832.509,412.990.032.428.625,142.780.945.335.358,Medium Risk,Sulawesi,No
5/11/2010,841.687.815.138.962,543.271.451.592.086,414.744.687.271.304,685.568.899.180.911,434.119.418.095.521,779.101.546.353.941,391.313.900.614.623,833.309.835.834.672,14.028.130.252.316,-338.983.545.512.087,340.333.764.330.117,873.979.635.250.249,High Risk,Papua,No
5/12/2010,132.496.731.626.724,12.894.515.182.688,186.022.989.605.553,715.329.683.343.754,336.321.176.522.581,405.909.040.854.702,392.494.682.567.194,817.126.442.156.831,102.754.333.722.149,153.320.160.549.414,481.095.024.906.083,167.305.401.800.346,Low Risk,Kalimantan,No
5/13/2010,956.021.034.860.503,883.352.807.310.245,425.157.660.332.043,696.452.511.124.785,360.740.552.078.833,65.532.155.807.371,244.904.204.697.814,822.499.812.870.518,108.226.410.438.602,-16.105.478.597.931,356.055.879.106.947,897.079.318.278.269,Low Risk,Papua,No
5/14/2010,813.572.079.838.742,595.215.744.973.494,262.516.009.134.706,918.279.057.371.491,497.788.549.096.091,424.920.685.209.612,388.498.463.623.691,74.393.775.514.589,13.559.534.663.979,114.724.273.548.633,3.757.429.621.919,NA,Low Risk,Sulawesi,No
5/15/2010,929.480.824.840.429,815.295.211.236.465,418.094.274.306.204,789.376.372.573.861,481.513.293.353.129,480.996.235.714.991,377.591.898.785.904,801.448.803.751.114,114.005.431.655.951,88.332.432.102.657,392.348.886.078.893,142.001.944.332.171,Medium Risk,Papua,No
5/16/2010,83.195.361.362.509,808.421.207.890.493,466.158.733.859.193,646.252.215.596.505,718.723.416.207.246,329.321.100.534.906,282.961.499.230.005,852.264.951.508.869,102.910.909.004.478,-218.163.897.292.423,377.112.331.187.951,145.927.252.275.022,Low Risk,Kalimantan,No
5/17/2010,6.531.872.814.416,541.412.659.222.369,47.954.329.803.586,776.669.735.162.921,589.551.848.514.528,391.800.490.271.373,194.757.223.238.703,702.773.994.364.505,108.864.546.906.933,-801.497.108.640.559,300.392.601.676.421,935.525.992.621.796,Low Risk,Papua,No
5/18/2010,940.584.520.944.877,811.222.230.698.338,389.919.734.466.821,719.409.562.538.625,576.610.437.336.693,75.438.223.866.002,135.391.043.177.806,822.319.766.675.303,115.946.590.878.701,-288.261.265.828.413,331.922.413.527.623,938.745.061.196.695,High Risk,Papua,No
5/19/2010,102.086.321.640.117,624.456.535.718.564,NA,624.832.339.862.897,551.426.920.377.653,516.313.299.895.043,195.748.636.457.138,853.990.569.894.602,16.348.026.772.215,-111.361.541.205.891,383.240.881.237.414,119.640.413.080.234,High Risk,Sulawesi,No
5/20/2010,918.904.370.084.016,648.570.199.781.257,26.172.793.864.971,734.467.128.949.093,286.218.361.027.102,436.682.711.206.494,185.594.290.257.432,851.771.886.299.657,141.681.558.972.943,-303.229.147.481.838,368.824.208.643.552,111.211.740.989.411,Medium Risk,Sulawesi,No
5/21/2010,91.688.407.796.165,822.266.938.888.773,551.089.409.743.436,623.899.848.412.714,585.937.815.290.181,419.354.584.037.483,276.423.723.022.453,77.736.610.424.389,111.506.864.084.885,222.899.594.150.891,367.846.261.700.271,125.780.618.860.479,Medium Risk,Papua,No
5/22/2010,878.298.952.297.256,810.401.553.826.962,59.213.992.852.252,558.816.108.566.617,825.206.930.142.164,424.341.924.925.446,752.254.948.500.727,760.322.055.797.821,108.378.241.397.695,-142.614.758.382.766,406.614.800.575.526,145.511.758.237.143,Medium Risk,Kalimantan,No
5/23/2010,100.262.918.019.557,7.138.865.996.846,479.691.716.630.477,618.645.691.068.853,659.488.081.820.285,61.178.313.191.695,176.632.060.348.056,781.606.164.454.676,140.446.561.209.937,137.767.518.339.356,36.693.092.313.253,104.333.206.271.239,Low Risk,Kalimantan,No
5/24/2010,618.989.321.829.068,53.226.700.086.406,25.565.230.590.757,629.969.422.583.324,513.301.749.827.799,499.159.701.700.182,305.703.206.495.382,83.397.043.607.267,103.164.886.971.511,111.239.303.193.237,297.113.027.431.719,840.330.607.181.093,High Risk,Papua,No
5/25/2010,105.849.014.945.613,693.590.418.477.662,470.683.062.064.927,938.117.859.013.424,800.914.960.095.818,737.461.960.001.626,912.855.600.938.201,733.772.725.710.014,152.610.261.222.952,-141.183.699.215.003,37.476.873.663.467,123.453.219.593.302,High Risk,Papua,No
5/26/2010,686.360.881.630.122,676.425.851.354.912,583.170.712.564.606,744.215.835.084.427,574.285.115.885.682,NA,164.973.479.022.738,763.278.033.099.862,101.468.753.782.149,-81.169.569.768.094,295.848.952.789.501,113.430.906.615.083,Low Risk,Papua,No
5/27/2010,910.298.326.930.345,569.488.684.495.623,NA,690.663.993.640.285,87.137.755.045.912,649.740.367.251.729,179.523.952.966.556,722.032.456.704.148,151.716.387.821.724,121.111.734.752.592,348.855.170.194.914,125.763.403.710.415,Low Risk,Sulawesi,No
5/28/2010,989.653.734.744.953,103.036.251.098.344,NA,519.054.058.903.673,502.462.775.343.122,457.626.050.522.321,142.789.823.908.824,853.719.290.563.017,960.490.821.623.905,222.180.915.094.718,362.103.026.242.094,118.224.318.029.802,Medium Risk,Sulawesi,No
5/29/2010,892.685.227.409.681,947.304.328.867.207,538.499.189.259.019,692.914.938.676.844,850.514.939.583.126,660.712.425.074.796,196.730.381.024.536,596.341.942.110.726,942.342.603.329.134,163.094.987.305.414,333.448.942.563.469,984.952.430.708.605,Low Risk,Papua,No
5/30/2010,569.223.375.774.304,645.553.876.005.501,509.762.294.131.797,804.262.328.408.768,762.713.395.736.564,465.609.217.379.862,289.650.432.108.901,803.385.259.089.632,88.175.967.480.281,791.912.888.928.682,284.124.379.284.266,85.472.430.730.433,High Risk,Papua,No
5/31/2010,854.378.815.213.999,40,53.771.849.110.024,834.955.312.238.122,715.999.100.103.225,574.550.931.099.558,348.026.396.795.176,900.884.952.346.849,142.396.469.202.333,172.702.342.072.348,376.557.871.960.677,117.172.039.981.256,Medium Risk,Papua,No
6/1/2010,910.234.334.048.492,665.865.148.220.388,639.113.717.796.281,794.502.688.027.465,611.030.189.140.755,436.015.321.983.833,411.966.064.623.557,823.295.222.981.296,136.699.500.864.584,-153.093.336.101.983,37.797.114.412.238,116.705.438.314.074,Low Risk,Papua,No
6/2/2010,102.809.397.984.648,117.981.376.693.846,580.935.657.327.063,787.444.746.398.263,734.224.750.386.211,547.232.234.580.352,170.651.172.639.336,681.852.071.227.495,871.403.613.567.186,-356.546.903.365.151,372.826.312.054.395,119.045.728.304.528,Low Risk,Kalimantan,No
6/3/2010,940.067.520.437.488,740.777.509.284.644,575.833.381.423.727,69.345.558.515.124,774.644.508.721.284,NA,307.153.365.004.342,870.438.801.588.244,126.902.816.116.177,-92.140.041.751.497,395.239.670.409.562,110.709.507.345.755,Low Risk,Sulawesi,No
6/4/2010,953.843.415.781.981,430.746.954.922.412,520.080.077.953.171,548.267.464.983.631,465.049.685.641.268,652.315.987.727.754,883.133.449.986.467,74.093.725.722.065,15.897.390.263.033,274.072.145.040.118,411.805.382.925.398,126.432.245.793.225,Low Risk,Sulawesi,No
6/5/2010,105.568.436.922.144,798.462.640.007.757,396.983.278.729.022,774.036.212.477.692,455.220.388.935.157,627.804.355.040.552,278.583.486.434.072,931.474.155.257.388,132.214.622.992.402,-109.179.957.221.111,381.323.403.241.676,115.078.756.537.411,Medium Risk,Kalimantan,No
6/6/2010,722.659.393.403.864,525.968.036.972.941,361.477.066.176.012,540.562.095.407.862,50.864.015.551.072,54.476.649.456.789,257.075.875.389.855,666.005.511.048.493,120.443.232.233.977,201.778.113.250.912,311.709.094.362.258,84.122.976.291.199,High Risk,Sulawesi,Yes
6/7/2010,738.659.264.623.397,639.453.248.169.067,189.022.697.440.814,818.817.657.957.112,444.580.456.034.971,496.688.292.715.545,193.011.602.531.187,709.708.889.162.519,11.551.419.384.269,-102.806.896.495.761,329.405.340.291.881,119.524.541.988.051,High Risk,Sulawesi,No
6/8/2010,848.503.444.694.358,814.245.902.104.762,530.157.356.511.336,754.164.775.771.773,546.108.963.848.734,388.938.953.077.716,145.997.125.552.967,767.064.268.520.766,104.207.272.336.409,-113.057.240.520.038,351.833.263.071.159,127.041.210.713.475,Low Risk,Sulawesi,No
6/9/2010,911.005.552.111.484,467.915.676.777.982,205.241.303.094.663,669.681.634.428.306,4.960.448.266.032,552.009.679.404.659,78.141.546.977.466,713.401.865.419.237,151.834.258.685.247,-324.053.353.273.384,429.039.138.285.672,152.428.382.900.139,Low Risk,Papua,No
6/10/2010,110.297.313.379.243,102.050.791.354.758,297.108.195.386.827,728.198.128.206.942,511.058.103.290.498,649.517.958.710.775,39.911.264.393.013,879.573.062.103.192,108.080.801.642.996,577.167.054.880.644,409.481.954.314.457,121.908.664.640.609,High Risk,Papua,No
6/11/2010,694.251.426.574.726,63.221.689.653.226,598.984.749.424.271,584.374.493.876.359,563.639.246.445.251,NA,269.338.535.957.504,864.791.277.364.058,109.812.222.732.851,106.001.440.011.742,277.494.593.965.331,897.325.104.527.131,Low Risk,Papua,No
6/12/2010,692.688.287.808.383,566.270.810.689.271,627.490.286.685.061,702.527.282.787.755,710.885.680.368.579,34.780.591.592.457,406.124.882.921.576,863.726.999.415.007,115.448.047.968.064,-127.935.111.822.937,333.080.753.437.384,925.656.763.247.576,Low Risk,Papua,No
6/13/2010,989.377.276.148.482,801.500.820.204.602,607.573.447.530.158,795.180.611.646.893,701.145.341.847.057,NA,279.269.625.353.627,717.512.288.539.428,123.440.581.869.388,627.817.388.251.049,370.040.439.881.115,137.799.833.460.322,Low Risk,Papua,No
6/14/2010,777.659.756.526.895,838.308.068.648.243,460.177.864.781.581,779.735.318.435.757,80.312.969.401.588,527.962.582.007.243,401.610.711.780.377,730.712.001.930.273,927.653.908.641.076,111.372.875.278.498,335.175.603.646.662,125.148.096.347.619,Low Risk,Kalimantan,No
6/15/2010,811.275.190.503.539,84.230.669.917.426,618.356.656.690.594,852.118.394.375.845,974.766.222.324.659,606.945.829.333.708,23.736.729.528.755,91.075.865.556.564,963.158.896.039.718,552.214.217.062.848,33.759.543.680.297,121.951.412.928.411,Low Risk,Sulawesi,No
6/16/2010,958.946.103.492.522,751.897.924.241.961,NA,741.213.899.823.247,532.088.732.192.124,497.380.750.101.372,329.672.740.318.347,827.126.168.438.188,127.536.740.370.616,-563.916.495.331.398,386.858.586.211.477,13.747.820.645.581,Low Risk,Sulawesi,No
6/17/2010,739.377.816.943.454,700.486.797.725.479,443.268.602.383.323,716.331.296.802.176,458.902.899.859.229,515.853.547.179.577,229.941.524.807.364,64.398.611.127.043,105.551.998.887.667,937.709.933.944.664,304.231.633.347.413,973.444.172.068.828,Medium Risk,Papua,No
